card_id,front,back,catalan,espanol,palabra,categoria_gramatical,usage_tags,audio_file_name
paraula_6608_01,{{c1::usaven}} aquesta màquina per fabricar els productes.<br>Usaban esta máquina para fabricar los productos.,[sound:usaven_aquesta_mquina_per_fabricar_els_productes.mp3],Usaven aquesta màquina per fabricar els productes.,Usaban esta máquina para fabricar los productos.,usaven,Verb,Common,usaven_aquesta_mquina_per_fabricar_els_productes.mp3
paraula_6609_01,{{c1::Vicenç}} és el meu millor amic.<br>{{c2::Vicenç}} es mi mejor amigo.,[sound:vicen_s_el_meu_millor_amic.mp3],Vicenç és el meu millor amic.,Vicenç es mi mejor amigo.,Vicenç,Noun,Names,vicen_s_el_meu_millor_amic.mp3
paraula_6610_01,La política {{c1::agrària}} és molt important en aquesta regió.<br>La política agraria es muy importante en esta región.,[sound:la_poltica_agrria_s_molt_important_en_aquesta_regi.mp3],La política agrària és molt important en aquesta regió.,La política agraria es muy importante en esta región.,agrària,Adjective,"Common, formal, agriculture",la_poltica_agrria_s_molt_important_en_aquesta_regi.mp3
paraula_6621_01,Les ones electromagnètiques poden viatjar a través de l'espai buit.<br>Las ondas electromagnéticas pueden viajar a través del espacio vacío.,[sound:les_ones_electromagntiques_poden_viatjar_a_travs_de_lespai_buit.mp3],Les ones electromagnètiques poden viatjar a través de l'espai buit.,Las ondas electromagnéticas pueden viajar a través del espacio vacío.,electromagnètica,Adjective,"Common, science, physics",les_ones_electromagntiques_poden_viatjar_a_travs_de_lespai_buit.mp3
paraula_6622_01,Ell forma part de l'{{c1::elit}} de l'empresa.<br>Él forma parte de la élite de la empresa.,[sound:ell_forma_part_de_lelit_de_lempresa.mp3],Ell forma part de l'elit de l'empresa.,Él forma parte de la élite de la empresa.,elit,Noun,"Common, society, politics",ell_forma_part_de_lelit_de_lempresa.mp3
paraula_6623_01,Els aliments es descomponen en l'estómac mitjançant enzims.<br>Los alimentos se descomponen en el estómago mediante enzimas.,[sound:els_aliments_es_descomponen_en_lestmac_mitjanant_enzims.mp3],Els aliments es descomponen en l'estómac mitjançant enzims.,Los alimentos se descomponen en el estómago mediante enzimas.,enzim,Noun,"Common, science, biology",els_aliments_es_descomponen_en_lestmac_mitjanant_enzims.mp3
paraula_6624_01,Recordo els {{c1::estius}} que passàvem a la platja.<br>Recuerdo los veranos que pasábamos en la playa.,[sound:recordo_els_estius_que_passvem_a_la_platja.mp3],Recordo els estius que passàvem a la platja.,Recuerdo los veranos que pasábamos en la playa.,estius,Noun,"Common, time, seasons",recordo_els_estius_que_passvem_a_la_platja.mp3
paraula_6625_01,{{c1::Estrasburg}} és famosa pel seu mercat de Nadal.<br>Estrasburgo es famosa por su mercado de Navidad.,[sound:estrasburg_s_famosa_pel_seu_mercat_de_nadal.mp3],Estrasburg és famosa pel seu mercat de Nadal.,Estrasburgo es famosa por su mercado de Navidad.,Estrasburg,Noun,"Common, geography, cities.",estrasburg_s_famosa_pel_seu_mercat_de_nadal.mp3
paraula_6626_01,Tenim un problema {{c1::estructural}} amb la casa.<br>Tenemos un problema {{c2::estructural}} con la casa.,[sound:tenim_un_problema_estructural_amb_la_casa.mp3],Tenim un problema estructural amb la casa.,Tenemos un problema estructural con la casa.,estructural,Adjective,"Common, construction, architecture",tenim_un_problema_estructural_amb_la_casa.mp3
paraula_6627_01,Cada {{c1::ètnia}} té les seves pròpies costums i tradicions.<br>Cada etnia tiene sus propias costumbres y tradiciones.,[sound:cada_tnia_t_les_seves_prpies_costums_i_tradicions.mp3],Cada ètnia té les seves pròpies costums i tradicions.,Cada etnia tiene sus propias costumbres y tradiciones.,ètnia,Noun,"Common, sociology, culture",cada_tnia_t_les_seves_prpies_costums_i_tradicions.mp3
paraula_6628_01,Han començat a {{c1::explotar}} la mina de carbó.<br>Han empezado a {{c2::explotar}} la mina de carbón.,[sound:han_comenat_a_explotar_la_mina_de_carb.mp3],Han començat a explotar la mina de carbó.,Han empezado a explotar la mina de carbón.,explotar,Verb,"Common, business, economics",han_comenat_a_explotar_la_mina_de_carb.mp3
paraula_6628_02,El globus explotarà si segueixes inflant.<br>El globo explotará si sigues inflando.,[sound:el_globus_explotar_si_segueixes_inflant.mp3],El globus explotarà si segueixes inflant.,El globo explotará si sigues inflando.,explotar,Verb,"Common, general",el_globus_explotar_si_segueixes_inflant.mp3
paraula_6629_01,Els {{c1::fenicis}} eren coneguts pels seus coneixements de navegació.<br>Los fenicios eran conocidos por sus conocimientos de navegación.,[sound:els_fenicis_eren_coneguts_pels_seus_coneixements_de_navegaci.mp3],Els fenicis eren coneguts pels seus coneixements de navegació.,Los fenicios eran conocidos por sus conocimientos de navegación.,fenicis,Noun,"History, culture",els_fenicis_eren_coneguts_pels_seus_coneixements_de_navegaci.mp3
paraula_6630_01,{{c1::Galileu}} és conegut per les seves contribucions a la ciència.<br>Galileo es conocido por sus contribuciones a la ciencia.,[sound:galileu_s_conegut_per_les_seves_contribucions_a_la_cincia.mp3],Galileu és conegut per les seves contribucions a la ciència.,Galileo es conocido por sus contribuciones a la ciencia.,Galileu,Noun,"Science, history.",galileu_s_conegut_per_les_seves_contribucions_a_la_cincia.mp3
paraula_6631_01,Els vikings són un poble germànic.<br>Los vikingos son un pueblo germánico.,[sound:els_vikings_sn_un_poble_germnic.mp3],Els vikings són un poble germànic.,Los vikingos son un pueblo germánico.,germànics,Adjective,"common, history, cultures",els_vikings_sn_un_poble_germnic.mp3
paraula_6632_01,El Joan és la {{c1::guia}} del museu.<br>Joan es el guía del museo.,[sound:el_joan_s_la_guia_del_museu.mp3],El Joan és la guia del museu.,Joan es el guía del museo.,guia,Noun,"common, jobs, tourism",el_joan_s_la_guia_del_museu.mp3
paraula_6632_02,Aquesta {{c1::guia}} de trens t'ajudarà a planificar el teu viatge.<br>Esta guía de trenes te ayudará a planificar tu viaje.,[sound:aquesta_guia_de_trens_tajudar_a_planificar_el_teu_viatge.mp3],Aquesta guia de trens t'ajudarà a planificar el teu viatge.,Esta guía de trenes te ayudará a planificar tu viaje.,guia,Noun,"common, travel, literature",aquesta_guia_de_trens_tajudar_a_planificar_el_teu_viatge.mp3
paraula_6633_01,L'{{c1::inauguració}} del cinema serà demà.<br>La inauguración del cine será mañana.,[sound:linauguraci_del_cinema_ser_dem.mp3],L'inauguració del cinema serà demà.,La inauguración del cine será mañana.,inauguració,Noun,"common, formal, events",linauguraci_del_cinema_ser_dem.mp3
paraula_6634_01,Ella és una persona molt {{c1::influent}} en la política del país.<br>Ella es una persona muy influyente en la política del país.,[sound:ella_s_una_persona_molt_influent_en_la_poltica_del_pas.mp3],Ella és una persona molt influent en la política del país.,Ella es una persona muy influyente en la política del país.,influent,Adjective,"common, politics, social interaction",ella_s_una_persona_molt_influent_en_la_poltica_del_pas.mp3
paraula_6635_01,Estic estudiant {{c1::informàtica}} a la universitat.<br>Estoy estudiando informática en la universidad.,[sound:estic_estudiant_informtica_a_la_universitat.mp3],Estic estudiant informàtica a la universitat.,Estoy estudiando informática en la universidad.,informàtica,Noun,"common, technology, education",estic_estudiant_informtica_a_la_universitat.mp3
paraula_6636_01,L'{{c1::interfície}} de l'ordinador és molt intuïtiva.<br>La interfaz del ordenador es muy intuitiva.,[sound:linterfcie_de_lordinador_s_molt_intutiva.mp3],L'interfície de l'ordinador és molt intuïtiva.,La interfaz del ordenador es muy intuitiva.,interfície,Noun,"technology, common",linterfcie_de_lordinador_s_molt_intutiva.mp3
paraula_6637_01,Els {{c1::jesuïtes}} dirigien l'hospital.<br>Los jesuitas dirigían el hospital.,[sound:els_jesutes_dirigien_lhospital.mp3],Els jesuïtes dirigien l'hospital.,Los jesuitas dirigían el hospital.,jesuïtes,Noun,"religion, common, history",els_jesutes_dirigien_lhospital.mp3
paraula_6638_01,Treballo en el departament de {{c1::legislació}} de la empresa.<br>Trabajo en el departamento de legislación de la empresa.,[sound:treballo_en_el_departament_de_legislaci_de_la_empresa.mp3],Treballo en el departament de legislació de la empresa.,Trabajo en el departamento de legislación de la empresa.,legislació,Noun,"law, common",treballo_en_el_departament_de_legislaci_de_la_empresa.mp3
paraula_6639_01,El {{c1::metabolisme}} ràpid ajuda a cremar més calories.<br>El metabolismo rápido ayuda a quemar más calorías.,[sound:el_metabolisme_rpid_ajuda_a_cremar_ms_calories.mp3],El metabolisme ràpid ajuda a cremar més calories.,El metabolismo rápido ayuda a quemar más calorías.,metabolisme,Noun,"biology, common, health",el_metabolisme_rpid_ajuda_a_cremar_ms_calories.mp3
paraula_6640_01,Els {{c1::metges}} han dit que estàs perfectament sa.<br>Los médicos han dicho que estás perfectamente sano.,[sound:els_metges_han_dit_que_ests_perfectament_sa.mp3],Els metges han dit que estàs perfectament sa.,Los médicos han dicho que estás perfectamente sano.,metges,Noun,"health, common",els_metges_han_dit_que_ests_perfectament_sa.mp3
paraula_6641_01,Aquest és el {{c1::mòdul}} principal de la màquina.<br>Este es el módulo principal de la máquina.,[sound:aquest_s_el_mdul_principal_de_la_mquina.mp3],Aquest és el mòdul principal de la màquina.,Este es el módulo principal de la máquina.,mòdul,Noun,"Common, technical",aquest_s_el_mdul_principal_de_la_mquina.mp3
paraula_6641_02,El {{c1::mòdul}} d'aquesta ona és molt alt.<br>El módulo de esta onda es muy alto.,[sound:el_mdul_daquesta_ona_s_molt_alt.mp3],El mòdul d'aquesta ona és molt alt.,El módulo de esta onda es muy alto.,mòdul,Noun,"Common, mathematical",el_mdul_daquesta_ona_s_molt_alt.mp3
paraula_6642_01,Ells celebren les seves {{c1::noces}} a la platja.<br>Ellos celebran su boda en la playa.,[sound:ells_celebren_les_seves_noces_a_la_platja.mp3],Ells celebren les seves noces a la platja.,Ellos celebran su boda en la playa.,noces,Noun,"Common, relationships",ells_celebren_les_seves_noces_a_la_platja.mp3
paraula_6643_01,Vaig veure una gran {{c1::onada}} trencant-se a la platja.<br>Vi una gran ola rompiéndose en la playa.,[sound:vaig_veure_una_gran_onada_trencantse_a_la_platja.mp3],Vaig veure una gran onada trencant-se a la platja.,Vi una gran ola rompiéndose en la playa.,onada,Noun,"Common, nature",vaig_veure_una_gran_onada_trencantse_a_la_platja.mp3
paraula_6643_02,Hi ha una {{c1::onada}} de calor aquest estiu.<br>Hay una ola de calor este verano.,[sound:hi_ha_una_onada_de_calor_aquest_estiu.mp3],Hi ha una onada de calor aquest estiu.,Hay una ola de calor este verano.,onada,Noun,"Common, weather, metaphorical",hi_ha_una_onada_de_calor_aquest_estiu.mp3
paraula_6644_01,Es considera com un {{c1::oracle}} a la seva disciplina.<br>Se considera como un oráculo en su disciplina.,[sound:es_considera_com_un_oracle_a_la_seva_disciplina.mp3],Es considera com un oracle a la seva disciplina.,Se considera como un oráculo en su disciplina.,oracle,Noun,"Common, metaphorical, formal",es_considera_com_un_oracle_a_la_seva_disciplina.mp3
paraula_6645_01,L'{{c1::òxid}} de ferro es coneix com a rovell.<br>El óxido de hierro se conoce como óxido.,[sound:lxid_de_ferro_es_coneix_com_a_rovell.mp3],L'òxid de ferro es coneix com a rovell.,El óxido de hierro se conoce como óxido.,òxid,Noun,"Common, scientific",lxid_de_ferro_es_coneix_com_a_rovell.mp3
paraula_6646_01,L'{{c1::oxidació}} del metall es pot prevenir.<br>La oxidación del metal se puede prevenir.,[sound:loxidaci_del_metall_es_pot_prevenir.mp3],L'oxidació del metall es pot prevenir.,La oxidación del metal se puede prevenir.,oxidació,Noun,"Common, scientific",loxidaci_del_metall_es_pot_prevenir.mp3
paraula_6648_01,La carretera és molt {{c1::pendent}}.<br>La carretera está muy inclinada.,[sound:la_carretera_s_molt_pendent.mp3],La carretera és molt pendent.,La carretera está muy inclinada.,pendent,Adjective,"Common, descriptive",la_carretera_s_molt_pendent.mp3
paraula_6651_01,El {{c1::PSUC}} va ser un partit polític català.<br>El {{c2::PSUC}} fue un partido político catalán.,[sound:el_psuc_va_ser_un_partit_poltic_catal.mp3],El PSUC va ser un partit polític català.,El PSUC fue un partido político catalán.,PSUC,Noun,"Historical, Formal, Politics",el_psuc_va_ser_un_partit_poltic_catal.mp3
paraula_6652_01,La {{c1::Sapeira}} recull la saba de els pins.<br>La recolectora de savia recoge la savia de los pinos.,[sound:la_sapeira_recull_la_saba_de_els_pins.mp3],La sapeira recull la saba de els pins.,La recolectora de savia recoge la savia de los pinos.,Sapeira,Noun,"Occupational, Informal, Rare",la_sapeira_recull_la_saba_de_els_pins.mp3
paraula_6653_01,Hem de {{c1::unificar}} les nostres forces.<br>Tenemos que {{c2::unificar}} nuestras fuerzas.,[sound:hem_de_unificar_les_nostres_forces.mp3],Hem de unificar les nostres forces.,Tenemos que unificar nuestras fuerzas.,unificar,Verb,"Common, Formal, Informal",hem_de_unificar_les_nostres_forces.mp3
paraula_6654_01,Vull formar una unió amb tu.<br>Quiero formar una unión contigo.,[sound:vull_formar_una_uni_amb_tu.mp3],Vull formar una unió amb tu.,Quiero formar una unión contigo.,Union,Noun,"Common, Formal, Informal, Politics, Social",vull_formar_una_uni_amb_tu.mp3
paraula_6655_01,L'{{c1::urani}} es utilitza en les centrals nuclears.<br>El uranio se utiliza en las centrales nucleares.,[sound:lurani_es_utilitza_en_les_centrals_nuclears.mp3],L'urani es utilitza en les centrals nuclears.,El uranio se utiliza en las centrales nucleares.,urani,Noun,"Scientific, Formal",lurani_es_utilitza_en_les_centrals_nuclears.mp3
paraula_6656_01,Ahir {{c1::usades}} el meu cotxe.<br>Ayer usasteis mi coche.,[sound:ahir_usades_el_meu_cotxe.mp3],Ahir usades el meu cotxe.,Ayer usasteis mi coche.,usades,Verb (Past Tense),"Common, Formal, Informal",ahir_usades_el_meu_cotxe.mp3
paraula_6657_01,El {{c1::xoc}} dels dos cotxes va ser fort.<br>El choque de los dos coches fue fuerte.,[sound:el_xoc_dels_dos_cotxes_va_ser_fort.mp3],El xoc dels dos cotxes va ser fort.,El choque de los dos coches fue fuerte.,xoc,Noun,"Common, Informal, Formal",el_xoc_dels_dos_cotxes_va_ser_fort.mp3
paraula_6658_01,Vaig {{c1::acudir}} a la reunió ahir.<br>Asistí a la reunión ayer.,[sound:vaig_acudir_a_la_reuni_ahir.mp3],Vaig acudir a la reunió ahir.,Asistí a la reunión ayer.,acudir,Verb,"Common, Formal, Informal",vaig_acudir_a_la_reuni_ahir.mp3
paraula_6659_01,Els musulmans adoren {{c1::Allah}}.<br>Los musulmanes adoran a {{c2::Allah}}.,[sound:els_musulmans_adoren_allah.mp3],Els musulmans adoren Allah.,Los musulmanes adoran a Allah.,Allah,Noun,"Religious, Formal, Common",els_musulmans_adoren_allah.mp3
paraula_6660_01,{{c1::Alvèrnia}} és una regió a França.<br>Auvernia es una región en Francia.,[sound:alvrnia_s_una_regi_a_frana.mp3],Alvèrnia és una regió a França.,Auvernia es una región en Francia.,Alvèrnia,Noun,"Geography, Formal",alvrnia_s_una_regi_a_frana.mp3
paraula_6663_01,M'agrada col·leccionar {{c1::automòbils}} antics.<br>Me gusta coleccionar automóviles antiguos.,[sound:magrada_colleccionar_autombils_antics.mp3],M'agrada col·leccionar automòbils antics.,Me gusta coleccionar automóviles antiguos.,automòbils,Noun,"Common, transport",magrada_colleccionar_autombils_antics.mp3
paraula_6668_01,La meva vida està molt {{c1::centrada}} a la meva carrera.<br>Mi vida está muy {{c2::centrada}} en mi carrera.,[sound:la_meva_vida_est_molt_centrada_a_la_meva_carrera.mp3],La meva vida està molt centrada a la meva carrera.,Mi vida está muy centrada en mi carrera.,centrada,Adjective,"Common, Professional, Personal",la_meva_vida_est_molt_centrada_a_la_meva_carrera.mp3
paraula_6668_02,Tenir una dieta {{c1::centrada}} és important per a la salut.<br>Tener una dieta equilibrada es importante para la salud.,[sound:tenir_una_dieta_centrada_s_important_per_a_la_salut.mp3],Tenir una dieta centrada és important per a la salut.,Tener una dieta equilibrada es importante para la salud.,centrada,Adjective,"Common, Health, Nutrition",tenir_una_dieta_centrada_s_important_per_a_la_salut.mp3
paraula_6668_03,La font està {{c1::centrada}} en el parc.<br>La fuente está situada en el centro del parque.,[sound:la_font_est_centrada_en_el_parc.mp3],La font està centrada en el parc.,La fuente está situada en el centro del parque.,centrada,Adjective,"Common, Locations, Geography",la_font_est_centrada_en_el_parc.mp3
paraula_6670_01,Les eleccions municipals són {{c1::comicis}} importants per a la ciutat.<br>Las elecciones municipales son comicios importantes para la ciudad.,[sound:les_eleccions_municipals_sn_comicis_importants_per_a_la_ciutat.mp3],Les eleccions municipals són comicis importants per a la ciutat.,Las elecciones municipales son comicios importantes para la ciudad.,comicis,Noun,"Common, formal, political",les_eleccions_municipals_sn_comicis_importants_per_a_la_ciutat.mp3
paraula_6672_01,{{c1::coneixem}} aquesta ciutat com la palma de la nostra mà.<br>Conocemos esta ciudad como la palma de nuestra mano.,[sound:coneixem_aquesta_ciutat_com_la_palma_de_la_nostra_m.mp3],Coneixem aquesta ciutat com la palma de la nostra mà.,Conocemos esta ciudad como la palma de nuestra mano.,coneixem,Verb (1st person plural present indicative),common,coneixem_aquesta_ciutat_com_la_palma_de_la_nostra_m.mp3
paraula_6673_01,Les {{c1::conquestes}} dels antics romans són moltes i variades.<br>Las conquistas de los antiguos romanos son muchas y variadas.,[sound:les_conquestes_dels_antics_romans_sn_moltes_i_variades.mp3],Les conquestes dels antics romans són moltes i variades.,Las conquistas de los antiguos romanos son muchas y variadas.,conquestes,Noun (plural),"Historical, common",les_conquestes_dels_antics_romans_sn_moltes_i_variades.mp3
paraula_6674_01,El riu fa moltes {{c1::corbes}} abans de arribar al mar.<br>El río hace muchas curvas antes de llegar al mar.,[sound:el_riu_fa_moltes_corbes_abans_de_arribar_al_mar.mp3],El riu fa moltes corbes abans de arribar al mar.,El río hace muchas curvas antes de llegar al mar.,corbes,Noun (plural),"common, geographical",el_riu_fa_moltes_corbes_abans_de_arribar_al_mar.mp3
paraula_6675_01,El {{c1::corredor}} va guanyar la marató.<br>El {{c2::corredor}} ganó el maratón.,[sound:el_corredor_va_guanyar_la_marat.mp3],El corredor va guanyar la marató.,El corredor ganó el maratón.,corredor,Noun (masculine),"common, sports",el_corredor_va_guanyar_la_marat.mp3
paraula_6675_02,La casa té un {{c1::corredor}} ampli i llarg.<br>La casa tiene un pasillo ancho y largo.,[sound:la_casa_t_un_corredor_ampli_i_llarg.mp3],La casa té un corredor ampli i llarg.,La casa tiene un pasillo ancho y largo.,corredor,Noun (masculine),"common, housing",la_casa_t_un_corredor_ampli_i_llarg.mp3
paraula_6676_01,Tenim {{c1::cors}} valents.<br>Tenemos corazones valientes.,[sound:tenim_cors_valents.mp3],Tenim cors valents.,Tenemos corazones valientes.,cors,Noun (plural),"common, emotional",tenim_cors_valents.mp3
paraula_6677_01,{{c1::Cosme}} és el meu millor amic.<br>{{c2::Cosme}} es mi mejor amigo.,[sound:cosme_s_el_meu_millor_amic.mp3],Cosme és el meu millor amic.,Cosme es mi mejor amigo.,Cosme,Proper noun (masculine),"common, personal names",cosme_s_el_meu_millor_amic.mp3
paraula_6678_01,Volem pagaments {{c1::efectius}}.<br>Queremos pagos efectivos.,[sound:volem_pagaments_efectius.mp3],Volem pagaments efectius.,Queremos pagos efectivos.,efectius,Adjective,"common, financial",volem_pagaments_efectius.mp3
paraula_6679_01,Els {{c1::elegits}} començaran a treballar la setmana vinent.<br>Los elegidos empezarán a trabajar la semana que viene.,[sound:els_elegits_comenaran_a_treballar_la_setmana_vinent.mp3],Els elegits començaran a treballar la setmana vinent.,Los elegidos empezarán a trabajar la semana que viene.,elegits,Adjective,"common, formal",els_elegits_comenaran_a_treballar_la_setmana_vinent.mp3
paraula_6680_01,El seu comportament va ser un {{c1::escàndol}}.<br>Su comportamiento fue un escándalo.,[sound:el_seu_comportament_va_ser_un_escndol.mp3],El seu comportament va ser un escàndol.,Su comportamiento fue un escándalo.,escàndol,Noun (masculine),"common, formal, informal",el_seu_comportament_va_ser_un_escndol.mp3
paraula_6680_02,La mida de la casa és un {{c1::escàndol}}.<br>El tamaño de la casa es un escándalo.,[sound:la_mida_de_la_casa_s_un_escndol.mp3],La mida de la casa és un escàndol.,El tamaño de la casa es un escándalo.,escàndol,Noun (masculine),"common, informal, colloquial",la_mida_de_la_casa_s_un_escndol.mp3
paraula_6681_01,Les missions {{c1::espacials}} són complicades.<br>Las misiones espaciales son complicadas.,[sound:les_missions_espacials_sn_complicades.mp3],Les missions espacials són complicades.,Las misiones espaciales son complicadas.,espacials,Adjective,"Common, Science",les_missions_espacials_sn_complicades.mp3
paraula_6682_01,Aquesta entrevista és una {{c1::exclusiva}}.<br>Esta entrevista es una {{c2::exclusiva}}.,[sound:aquesta_entrevista_s_una_exclusiva.mp3],Aquesta entrevista és una exclusiva.,Esta entrevista es una exclusiva.,exclusiva,Noun,"Common, Formal",aquesta_entrevista_s_una_exclusiva.mp3
paraula_6683_01,L'estació {{c1::ferroviària}} és aprop.<br>La estación ferroviaria está cerca.,[sound:lestaci_ferroviria_s_aprop.mp3],L'estació ferroviària és aprop.,La estación ferroviaria está cerca.,ferroviària,Adjective,"Common, Transport",lestaci_ferroviria_s_aprop.mp3
paraula_6684_01,La seda és molt {{c1::fina}}.<br>La seda es muy {{c2::fina}}.,[sound:la_seda_s_molt_fina.mp3],La seda és molt fina.,La seda es muy fina.,fina,Adjective,"Common, Descriptive",la_seda_s_molt_fina.mp3
paraula_6685_01,Els {{c1::fronts}} freds solen portar pluja.<br>Los frentes fríos suelen traer lluvia.,[sound:els_fronts_freds_solen_portar_pluja.mp3],Els fronts freds solen portar pluja.,Los frentes fríos suelen traer lluvia.,fronts,Noun,"Common, Weather",els_fronts_freds_solen_portar_pluja.mp3
paraula_6686_01,Hi ha hagut un {{c1::incident}} a l'escola.<br>Ha habido un incidente en la escuela.,[sound:hi_ha_hagut_un_incident_a_lescola.mp3],Hi ha hagut un incident a l'escola.,Ha habido un incidente en la escuela.,incident,Noun,"Common, Formal",hi_ha_hagut_un_incident_a_lescola.mp3
paraula_6687_01,Les {{c1::innovacions}} tecnològiques són importants per a l'economia.<br>Las innovaciones tecnológicas son importantes para la economía.,[sound:les_innovacions_tecnolgiques_sn_importants_per_a_leconomia.mp3],Les innovacions tecnològiques són importants per a l'economia.,Las innovaciones tecnológicas son importantes para la economía.,innovacions,Noun,"Common, Business, Technology",les_innovacions_tecnolgiques_sn_importants_per_a_leconomia.mp3
paraula_6688_01,"Quan era petit, sempre {{c1::jugava}} a futbol.<br>Cuando era pequeño, siempre jugaba al fútbol.",[sound:quan_era_petit_sempre_jugava_a_futbol.mp3],"Quan era petit, sempre jugava a futbol.","Cuando era pequeño, siempre jugaba al fútbol.",jugava,Verb,"Common, Sports",quan_era_petit_sempre_jugava_a_futbol.mp3
paraula_6689_01,{{c1::Maurice}} és un bon amic meu.<br>{{c2::Maurice}} es un buen amigo mío.,[sound:maurice_s_un_bon_amic_meu.mp3],Maurice és un bon amic meu.,Maurice es un buen amigo mío.,Maurice,Proper Noun,"Common, Names",maurice_s_un_bon_amic_meu.mp3
paraula_6690_01,Tingues una {{c1::ment}} oberta a noves experiències.<br>Ten una mente abierta a nuevas experiencias.,[sound:tingues_una_ment_oberta_a_noves_experincies.mp3],Tingues una ment oberta a noves experiències.,Ten una mente abierta a nuevas experiencias.,ment,Noun,"Common, Formal, Informal, Psychological.",tingues_una_ment_oberta_a_noves_experincies.mp3
paraula_6691_01,Els resultats dels exàmens són {{c1::negatius}}.<br>Los resultados de los exámenes son negativos.,[sound:els_resultats_dels_exmens_sn_negatius.mp3],Els resultats dels exàmens són negatius.,Los resultados de los exámenes son negativos.,negatius,Adjective,"Common, medical.",els_resultats_dels_exmens_sn_negatius.mp3
paraula_6692_01,Aviat començarà l'{{c1::Open}} de tenni.<br>Pronto comenzará el {{c2::Open}} de tenis.,[sound:aviat_comenar_lopen_de_tenni.mp3],Aviat començarà l'Open de tenni.,Pronto comenzará el Open de tenis.,Open,Noun,"Sports, common.",aviat_comenar_lopen_de_tenni.mp3
paraula_6693_01,La {{c1::ordenació}} dels llibres és per autor.<br>La ordenación de los libros es por autor.,[sound:la_ordenaci_dels_llibres_s_per_autor.mp3],La ordenació dels llibres és per autor.,La ordenación de los libros es por autor.,ordenació,Noun,"Common, formal.",la_ordenaci_dels_llibres_s_per_autor.mp3
paraula_6694_01,Les {{c1::orelles}} del conill són molt grans.<br>Las orejas del conejo son muy grandes.,[sound:les_orelles_del_conill_sn_molt_grans.mp3],Les orelles del conill són molt grans.,Las orejas del conejo son muy grandes.,orelles,Noun,"Common, body parts.",les_orelles_del_conill_sn_molt_grans.mp3
paraula_6695_01,{{c1::Osca}} és una ciutat aragonesa amb molta història.<br>Huesca es una ciudad aragonesa con mucha historia.,[sound:osca_s_una_ciutat_aragonesa_amb_molta_histria.mp3],Osca és una ciutat aragonesa amb molta història.,Huesca es una ciudad aragonesa con mucha historia.,Osca,Proper noun,"Geography, formal.",osca_s_una_ciutat_aragonesa_amb_molta_histria.mp3
paraula_6696_01,Sóc membre d'aquest partit polític.<br>Soy miembro de este {{c2::Partido}} político.,[sound:sc_membre_daquest_partit_poltic.mp3],Sóc membre d'aquest partit polític.,Soy miembro de este partido político.,Partido,Noun,"Politics, sports.",sc_membre_daquest_partit_poltic.mp3
paraula_6697_01,Els {{c1::penes}} dels mamífers varien en forma i mida.<br>Los {{c2::penes}} de los mamíferos varían en forma y tamaño.,[sound:els_penes_dels_mamfers_varien_en_forma_i_mida.mp3],Els penes dels mamífers varien en forma i mida.,Los penes de los mamíferos varían en forma y tamaño.,penes,Noun,"Anatomy, formal.",els_penes_dels_mamfers_varien_en_forma_i_mida.mp3
paraula_6698_01,Hem passat tot el dia en el prat.<br>Pasamos todo el día en el {{c2::Prado}}.,[sound:hem_passat_tot_el_dia_en_el_prat.mp3],Hem passat tot el dia en el prat.,Pasamos todo el día en el prado.,Prado,Noun,Nature.,hem_passat_tot_el_dia_en_el_prat.mp3
paraula_6699_01,La {{c1::professora}} d'història és molt estricta.<br>La profesora de historia es muy estricta.,[sound:la_professora_dhistria_s_molt_estricta.mp3],La professora d'història és molt estricta.,La profesora de historia es muy estricta.,professora,Noun,"Education, common.",la_professora_dhistria_s_molt_estricta.mp3
paraula_6700_01,Fumar és {{c1::prohibit}} en aquest edifici.<br>Fumar está prohibido en este edificio.,[sound:fumar_s_prohibit_en_aquest_edifici.mp3],Fumar és prohibit en aquest edifici.,Fumar está prohibido en este edificio.,prohibit,Adjective,"Common, rules.",fumar_s_prohibit_en_aquest_edifici.mp3
paraula_6701_01,{{c1::Quebec}} és una província de Canadà.<br>{{c2::Quebec}} es una provincia de Canadá.,[sound:quebec_s_una_provncia_de_canad.mp3],Quebec és una província de Canadà.,Quebec es una provincia de Canadá.,Quebec,Noun (Proper noun),"Common, Geographical",quebec_s_una_provncia_de_canad.mp3
paraula_6702_01,L'experiment {{c1::resultà}} ser un fracàs.<br>El experimento resultó ser un fracaso.,[sound:lexperiment_result_ser_un_fracs.mp3],L'experiment resultà ser un fracàs.,El experimento resultó ser un fracaso.,resultà,Verb,Common,lexperiment_result_ser_un_fracs.mp3
paraula_6703_01,{{c1::Tom}} és el meu millor amic.<br>{{c2::Tom}} es mi mejor amigo.,[sound:tom_s_el_meu_millor_amic.mp3],Tom és el meu millor amic.,Tom es mi mejor amigo.,Tom,Noun (Proper noun),"Common, Personal name",tom_s_el_meu_millor_amic.mp3
paraula_6704_01,Els {{c1::venecians}} són coneguts per la seva cultura.<br>Los venecianos son conocidos por su cultura.,[sound:els_venecians_sn_coneguts_per_la_seva_cultura.mp3],Els venecians són coneguts per la seva cultura.,Los venecianos son conocidos por su cultura.,venecians,Noun,"Common, Geographical",els_venecians_sn_coneguts_per_la_seva_cultura.mp3
